ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
434,Serine/threonine-protein kinase A-Raf,ARAF,1340152,X04790,P10398,ARAF_HUMAN,1WXM; 2MSE; 9AXM,ARAF,ARAF,HGNC:646,Humans,DB15266
435,Tyrosine-protein kinase ABL2,ABL2,178993,M35296,P42684,ABL2_HUMAN,2ECD; 2KK1; 2XYN; 3GVU; 3HMI; 3ULR; 4EIH; 5NP3; 5NP5,ABL2,ABL2,HGNC:77,Humans,DB01254; DB12010
436,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",PDE3A,38201493,M91667,Q14432,PDE3A_HUMAN,7EG0; 7EG1; 7EG4; 7KWE; 7L27; 7L28; 7L29; 7LRC; 7LRD,PDE3A,PDE3A,HGNC:8778,Humans,DB00235; DB00261; DB00277; DB00922; DB01166; DB01223; DB01303; DB01427; DB04880
437,Cyclin-dependent kinase 15,CDK15,15823642,AB053308,Q96Q40,CDK15_HUMAN,,CDK15,ALS2CR7,HGNC:14434,Humans,DB12010
438,Aldo-keto reductase family 1 member C4,AKR1C4,4261710,S68287,P17516,AK1C4_HUMAN,2FVL,AKR1C4,AKR1C4,HGNC:387,Humans,DB00157
439,Integrin alpha-IIb,ITGA2B,190068,J02764,P08514,ITA2B_HUMAN,1DPK; 1DPQ; 1KUP; 1KUZ; 1M8O; 1S4W; 1TYE; 2K1A; 2K9J; 2KNC; 2MTP; 2N9Y; 2VC2; 2VDK; 2VDL; 2VDM; 2VDN; 2VDO; 2VDP; 2VDQ; 2VDR; 3FCS; 3FCU; 3NID; 3NIF; 3NIG; 3T3M; 3T3P; 3ZDX; 3ZDY; 3ZDZ; 3ZE0; 3ZE1; 3ZE2; 4CAK; 4Z7N; 4Z7O; 4Z7Q; 5HDB; 6V4P; 7KN0; 7L8P; 7LA4; 7SC4; 7SFT; 7TCT; 7TD8; 7THO; 7TMZ; 7TPD; 7U60; 7U9F; 7U9V; 7UBR; 7UCY; 7UDG; 7UDH; 7UE0; 7UFH; 7UH8; 7UJE; 7UJK; 7UK9; 7UKO; 7UKP; 7UKT; 8GCD; 8GCE; 8T2U; 8T2V,ITGA2B,ITGA2B,HGNC:6138,Humans,DB00054; DB00063; DB00775; DB09526
440,Monocarboxylate transporter 2,SLC16A7,3047402,AF058056,O60669,MOT2_HUMAN,7BP3,SLC16A7,SLC16A7,HGNC:10928,Humans,DB00119
441,Serine palmitoyltransferase 1,SPTLC1,2564247,Y08685,O15269,SPTC1_HUMAN,6M4N; 6M4O; 7CQI; 7CQK; 7K0I; 7K0J; 7K0K; 7K0L; 7K0M; 7K0N; 7K0O; 7K0P; 7K0Q; 7YIU; 7YIY; 7YJ1; 7YJ2,SPTLC1,SPTLC1,HGNC:11277,Humans,DB00114
442,Histamine H1 receptor,HRH1,510296,Z34897,P35367,HRH1_HUMAN,3RZE; 7DFL,HRH1,HRH1,HGNC:5182,Humans,DB00215; DB00245; DB00246; DB00283; DB00321; DB00334; DB00341; DB00342; DB00354; DB00363; DB00366; DB00370; DB00392; DB00405; DB00408; DB00420; DB00427; DB00433; DB00434; DB00455; DB00458; DB00477; DB00502; DB00540; DB00543; DB00555; DB00557; DB00568; DB00637; DB00656; DB00715; DB00719; DB00726; DB00734; DB00737; DB00748; DB00751; DB00768; DB00777; DB00792; DB00797; DB00835; DB00885; DB00902; DB00912; DB00920; DB00934; DB00950; DB00967; DB00972; DB00985; DB01069; DB01075; DB01084; DB01106; DB01114; DB01142; DB01146; DB01151; DB01173; DB01175; DB01176; DB01224; DB01237; DB01238; DB01239; DB01246; DB01267; DB01403; DB01619; DB01620; DB01624; DB04837; DB04841; DB04890; DB04946; DB05381; DB06016; DB06148; DB06153; DB06216; DB06282; DB06691; DB06698; DB06766; DB08799; DB08801; DB08936; DB09016; DB09128; DB09167; DB09185; DB09195; DB09488; DB09555; DB11235; DB11591; DB11614; DB12523; DB12877; DB14185
443,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",CYP27B1,2612976,AF027152,O15528,CP27B_HUMAN,,CYP27B1,CYP27B1,HGNC:2606,Humans,DB01436
444,Caspase-1,CASP1,33793,X65019,P29466,CASP1_HUMAN,1BMQ; 1IBC; 1ICE; 1RWK; 1RWM; 1RWN; 1RWO; 1RWP; 1RWV; 1RWW; 1RWX; 1SC1; 1SC3; 1SC4; 2FQQ; 2H48; 2H4W; 2H4Y; 2H51; 2H54; 2HBQ; 2HBR; 2HBY; 2HBZ; 3D6F; 3D6H; 3D6M; 3E4C; 3NS7; 5FNA; 5MMV; 5MTK; 6BZ9; 6F6R; 6KN0; 6PZP; 6VIE; 7KEU; 8SV1; 8WRA,CASP1,CASP1,HGNC:1499,Humans,DB00945; DB01017
445,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCC1,12382296,AF310972,Q96RQ3,MCCA_HUMAN,2EJM; 8J4Z; 8J78; 8J7D; 8J99; 8JAK; 8JAW; 8JXL; 8JXM; 8JXN; 8K2V,MCCC1,MCCC1,HGNC:6936,Humans,DB00121
446,Aldehyde dehydrogenase family 3 member B1,ALDH3B1,601780,U10868,P43353,AL3B1_HUMAN,,ALDH3B1,ALDH3B1,HGNC:410,Humans,DB00157
448,Antizyme inhibitor 2,AZIN2,15858863,AY050634,Q96A70,AZIN2_HUMAN,,AZIN2,ADC,HGNC:29957,Humans,DB00114; DB09096
449,Monocarboxylate transporter 4,SLC16A3,2463634,U81800,O15427,MOT4_HUMAN,,SLC16A3,SLC16A3,HGNC:10924,Humans,DB00119
451,5-hydroxytryptamine receptor 2A,HTR2A,36431,S42168,P28223,5HT2A_HUMAN,6A93; 6A94; 6WGT; 6WH4; 6WHA; 7RAN; 7VOD; 7VOE; 7WC4; 7WC5; 7WC6; 7WC7; 7WC8; 7WC9; 8JT8; 8UWL; 8V6U; 8ZMG,HTR2A,HTR2A,HGNC:5293,Humans,DB00246; DB00247; DB00248; DB00315; DB00320; DB00321; DB00334; DB00363; DB00370; DB00408; DB00409; DB00420; DB00434; DB00458; DB00477; DB00502; DB00540; DB00543; DB00555; DB00574; DB00589; DB00604; DB00623; DB00656; DB00679; DB00696; DB00714; DB00715; DB00726; DB00734; DB00751; DB00777; DB00805; DB00843; DB00875; DB00924; DB00933; DB00934; DB01079; DB01142; DB01149; DB01151; DB01175; DB01186; DB01200; DB01224; DB01238; DB01239; DB01242; DB01267; DB01392; DB01403; DB01618; DB01621; DB01623; DB01624; DB04842; DB04908; DB04946; DB05316; DB06016; DB06077; DB06144; DB06148; DB06153; DB06216; DB06288; DB08815; DB09016; DB09061; DB09128; DB09167; DB09195; DB09225; DB13520; DB14185
452,Somatostatin receptor type 1,SSTR1,307434,M81829,P30872,SSR1_HUMAN,8XIO; 8XIP,SSTR1,SSTR1,HGNC:11330,Humans,DB06663; DB09099; DB13985; DB15494
453,Mast/stem cell growth factor receptor Kit,KIT,34085,X06182,P10721,KIT_HUMAN,1PKG; 1T45; 1T46; 2E9W; 2EC8; 2IUH; 2VIF; 3G0E; 3G0F; 4HVS; 4K94; 4K9E; 4PGZ; 4U0I; 6GQJ; 6GQK; 6GQL; 6GQM; 6HH1; 6ITT; 6ITV; 6KLA; 6MOB; 6XV9; 6XVA; 6XVB; 7KHG; 7KHJ; 7KHK; 7ZW8; 7ZY6; 8DFM; 8DFP; 8DFQ; 8PQ9; 8PQA; 8PQB; 8PQC; 8PQD; 8PQE; 8PQF; 8PQG,KIT,KIT,HGNC:6342,Humans,DB00398; DB00619; DB01254; DB01268; DB04868; DB06589; DB06595; DB08896; DB08901; DB09078; DB09103; DB11800; DB12010; DB12147; DB12978; DB14840; DB15233
454,"Glutamate receptor ionotropic, NMDA 2C",GRIN2C,1196449,L76224,Q14957,NMDE3_HUMAN,8E92; 8E93; 8E94; 8E97; 8E98; 8E99,GRIN2C,GRIN2C,HGNC:4587,Humans,DB00142; DB00145; DB00454
455,4-hydroxyphenylpyruvate dioxygenase,HPD,3860238,U29895,P32754,HPPD_HUMAN,3ISQ; 5EC3; 8IM2; 8IM3,HPD,HPD,HGNC:5147,Humans,DB00348
457,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,ENPP1,189650,M57736,P22413,ENPP1_HUMAN,2YS0; 6WET; 6WEU; 6WEV; 6WEW; 6WFJ; 8GHR,ENPP1,ENPP1,HGNC:3356,Humans,DB11077
458,Thymidine kinase,TK,8100965,AF243477,Q9QNF7,KITH_HHV1,,,,,HHV-1,DB00194; DB00249; DB00577; DB01004
460,5-hydroxytryptamine receptor 1F,HTR1F,307420,L05597,P30939,5HT1F_HUMAN,7EXD,HTR1F,HTR1F,HGNC:5292,Humans,DB00216; DB00247; DB00315; DB00320; DB00669; DB00696; DB00952; DB00953; DB06148; DB11732; DB13520
461,DNA-directed RNA polymerase subunit alpha,rpoA,147715,J01685,P0A7Z4,RPOA_ECOLI,1BDF; 1COO; 1LB2; 1XS9; 3IYD; 3K4G; 3LU0; 3N4M; 3N97; 4JK1; 4JK2; 4KMU; 4KN4; 4KN7; 4MEX; 4MEY; 4S20; 4XSX; 4XSY; 4XSZ; 4YG2; 4YLN; 4YLO; 4YLP; 4ZH2; 4ZH3; 4ZH4; 5BYH,,,,Escherichia coli (strain K12),DB00615; DB11753
462,Voltage-gated inwardly rectifying potassium channel KCNH6,KCNH6,11878259,AF311913,Q9H252,KCNH6_HUMAN,,KCNH6,KCNH6,HGNC:18862,Humans,DB00308; DB01162
464,Neurotensin receptor type 2,NTSR2,3901028,Y10148,O95665,NTR2_HUMAN,,NTSR2,NTSR2,HGNC:8040,Humans,DB01106
465,Alcohol dehydrogenase 1C,ADH1C,28404,X04299,P00326,ADH1G_HUMAN,1HT0; 1U3W,ADH1C,ADH1C,HGNC:251,Humans,DB00157; DB01213; DB02659
9058,Catalase-peroxidase,katG,,,P9WIE5,KATG_MYCTU,1SFZ; 1SJ2; 2CCA; 2CCD; 4C50; 4C51,,,,Mycobacterium tuberculosis,DB00609; DB00951
467,Interferon gamma receptor 2,IFNGR2,463550,U05875,P38484,INGR2_HUMAN,5EH1; 6E3K; 6E3L,IFNGR2,IFNGR2,HGNC:5440,Humans,DB00033
468,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,murA,146902,M92358,P0A749,MURA_ECOLI,1A2N; 1UAE; 2Z2C; 3ISS; 3KQJ; 3KR6; 3SWD,,,,Escherichia coli (strain K12),DB00828
469,ATP-binding cassette sub-family C member 9,ABCC9,3127176,AF061323,O60706,ABCC9_HUMAN,,ABCC9,ABCC9,HGNC:60,Humans,DB00222; DB00912; DB01016; DB01124; DB09220
471,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,182916,L08485,P31644,GBRA5_HUMAN,5O8F; 5OJM; 6A96; 8BEJ; 8BGI; 8BHA; 8BHB; 8BHG; 8BHI; 8BHK; 8BHM; 8BHO; 8BHQ; 8BHR; 8BHS,GABRA5,GABRA5,HGNC:4079,Humans,DB00241; DB00306; DB00312; DB00371; DB00395; DB00402; DB00418; DB00599; DB00794; DB00849; DB00898; DB01198; DB01205; DB01351; DB01353; DB02530
472,Putative gonadotropin-releasing hormone II receptor,GNRHR2,16589056,AF403014,Q96P88,GNRR2_HUMAN,,GNRHR2,GNRHR2,HGNC:16341,Humans,DB00644; DB00666; DB01406
473,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,1373173,U53468,Q16718,NDUA5_HUMAN,5XTB; 5XTD; 5XTH; 5XTI,NDUFA5,NDUFA5,HGNC:7688,Humans,DB00157
474,Thioredoxin reductase,trxB,14246533,BA000017,P66010,TRXB_STAAM,,,,,Staphylococcus aureus (strain Mu50 / ATCC 700699),DB00548
475,Prostacyclin receptor,PTGIR,495043,L29016,P43119,PI2R_HUMAN,8X79; 8X7A,PTGIR,PTGIR,HGNC:9602,Humans,DB00374; DB00929; DB01088; DB01160; DB01240; DB11362; DB11629
476,5-hydroxytryptamine receptor 1E,HTR1E,177774,M91467,P28566,5HT1E_HUMAN,7E33; 8UGY; 8UH3,HTR1E,HTR1E,HGNC:5291,Humans,DB00246; DB00247; DB00315; DB00320; DB00363; DB00408; DB00953; DB01224; DB01238; DB13520; DB14185
477,Ceramide glucosyltransferase,UGCG,1325917,D50840,Q16739,CEGT_HUMAN,,UGCG,UGCG,HGNC:12524,Humans,DB00419; DB09039
478,Gamma-aminobutyric acid receptor subunit alpha-4,GABRA4,905393,U30461,P48169,GBRA4_HUMAN,7QN5; 7QN7; 7QN9; 7QNA; 7QNC,GABRA4,GABRA4,HGNC:4078,Humans,DB00241; DB00306; DB00312; DB00371; DB00418; DB00599; DB00794; DB00849; DB00898; DB01351; DB01353
479,"Aldehyde dehydrogenase X, mitochondrial",ALDH1B1,1263008,M63967,P30837,AL1B1_HUMAN,7MJC; 7MJD; 7RAD,ALDH1B1,ALDH1B1,HGNC:407,Humans,DB00157; DB09116
481,Aminoacylase-1,ACY1,178071,L07548,Q03154,ACY1_HUMAN,1Q7L,ACY1,ACY1,HGNC:177,Humans,DB00128; DB06151; DB09130
483,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,6625659,AF134986,O43497,CAC1G_HUMAN,,,CACNA1G,HGNC:1394,Humans,DB00347; DB00568; DB00593; DB00617; DB00622; DB00661; DB00909; DB04841; DB05246; DB09061; DB09238
484,"ATP synthase subunit delta, mitochondrial",ATP5F1D,12586,X63422,P30049,ATPD_HUMAN,8H9F; 8H9J; 8H9M; 8H9Q; 8H9S; 8H9T; 8H9U; 8H9V; 8KHF; 8KI3,ATP5F1D,ATP5D,HGNC:837,Humans,DB00753; DB01189
485,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,3184148,Y17379,P49821,NDUV1_HUMAN,5XTB; 5XTD; 5XTH; 5XTI,NDUFV1,NDUFV1,HGNC:7716,Humans,DB00157
486,Sodium-dependent noradrenaline transporter,SLC6A2,189258,M65105,P23975,SC6A2_HUMAN,8HFE; 8HFF; 8HFG; 8HFI; 8HFL; 8I3V; 8WGR; 8WGX; 8WTU; 8WTV; 8WTW; 8WTX; 8WTY; 8XB2; 8XB3; 8XB4; 8Y8Z; 8Y90; 8Y91; 8Y92; 8Y93; 8Y94; 8Y95; 8YR2; 8Z1L,SLC6A2,SLC6A2,HGNC:11048,Humans,DB00182; DB00191; DB00193; DB00226; DB00234; DB00245; DB00285; DB00289; DB00316; DB00321; DB00344; DB00408; DB00422; DB00454; DB00458; DB00476; DB00514; DB00540; DB00543; DB00579; DB00715; DB00726; DB00830; DB00852; DB00907; DB00924; DB00934; DB00937; DB00988; DB01104; DB01105; DB01114; DB01142; DB01149; DB01151; DB01156; DB01170; DB01173; DB01175; DB01221; DB01242; DB01364; DB01381; DB01576; DB01577; DB01579; DB04821; DB04840; DB04896; DB06148; DB06204; DB06700; DB06701; DB06704; DB08918; DB09068; DB09167; DB09185; DB09225; DB13931; DB14754; DB16629
487,"3',5'-cyclic-AMP phosphodiesterase 4B",PDE4B,347122,L20966,Q07343,PDE4B_HUMAN,1F0J; 1RO6; 1RO9; 1ROR; 1TB5; 1XLX; 1XLZ; 1XM4; 1XM6; 1XMU; 1XMY; 1XN0; 1XOS; 1XOT; 1Y2H; 1Y2J; 2CHM; 2QYL; 3D3P; 3FRG; 3G45; 3GWT; 3HC8; 3HDZ; 3HMV; 3KKT; 3LY2; 3O0J; 3O56; 3O57; 3W5E; 3WD9; 4KP6; 4MYQ; 4NW7; 4WZI; 4X0F; 5K6J; 5LAQ; 5OHJ; 6BOJ; 8OEG,PDE4B,PDE4B,HGNC:8781,Humans,DB00131; DB00201; DB00277; DB00651; DB00824; DB01088; DB01113; DB05219
488,Penicillin-binding protein 1B,mrcB,42468,X02163,P02919,PBPB_ECOLI,3FWL; 3VMA,,,,Escherichia coli (strain K12),DB00274; DB00303; DB00430; DB00438; DB00689; DB01053; DB01327; DB01328; DB01329; DB01331; DB01332; DB01413; DB01415; DB01598; DB04570; DB06211; DB16335
490,Thyrotropin receptor,TSHR,903760,M73747,P16473,TSHR_HUMAN,2XWT; 3G04; 7T9I; 7T9M; 7T9N; 7UTZ; 7XW5; 7XW6; 7XW7,TSHR,TSHR,HGNC:12373,Humans,DB00024
492,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA,296366,X14608,P05165,PCCA_HUMAN,2CQY; 2JKU; 7YBU,PCCA,PCCA,HGNC:8653,Humans,DB00121
493,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",NDUFS1,38079,X61100,P28331,NDUS1_HUMAN,5XTB; 5XTD; 5XTH; 5XTI,NDUFS1,NDUFS1,HGNC:7707,Humans,DB00157
494,Choline-phosphate cytidylyltransferase B,PCYT1B,3153239,AF052510,Q9Y5K3,PCY1B_HUMAN,,PCYT1B,PCYT1B,HGNC:8755,Humans,DB00122; DB04540; DB14006
495,Amiloride-sensitive sodium channel subunit delta,SCNN1D,1066457,U38254,P51172,SCNND_HUMAN,,SCNN1D,SCNN1D,HGNC:10601,Humans,DB00384; DB00594
496,Carnitine O-acetyltransferase,CRAT,927415,X78706,P43155,CACP_HUMAN,1NM8; 1S5O,CRAT,CRAT,HGNC:2342,Humans,DB00583
497,Amiloride-sensitive sodium channel subunit gamma,SCNN1G,1004273,X87160,P51170,SCNNG_HUMAN,6BQN; 6WTH,SCNN1G,SCNN1G,HGNC:10602,Humans,DB00384; DB00594
498,DNA polymerase I,polA,42461,V00317,P00582,DPO1_ECOLI,1D8Y; 1D9D; 1D9F; 1DPI; 1KFD; 1KFS; 1KLN; 1KRP; 1KSP; 1QSL; 2KFN; 2KFZ; 2KZM; 2KZZ,,,,Escherichia coli (strain K12),DB00548
499,Low-density lipoprotein receptor,LDLR,307121,L00352,P01130,LDLR_HUMAN,1AJJ; 1D2J; 1F5Y; 1F8Z; 1HJ7; 1HZ8; 1I0U; 1IJQ; 1LDL; 1LDR; 1N7D; 1XFE; 2FCW; 2KRI; 2LGP; 2M7P; 2MG9; 2W2M; 2W2N; 2W2O; 2W2P; 2W2Q; 3BPS; 3GCW; 3GCX; 3M0C; 3P5B; 3P5C; 3SO6; 4NE9; 5OY9; 5OYL,LDLR,LDLR,HGNC:6547,Humans,DB00707
500,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",NDUFS4,2655053,AF020351,O43181,NDUS4_HUMAN,5XTB; 5XTD; 5XTH; 5XTI,NDUFS4,NDUFS4,HGNC:7711,Humans,DB00157
501,Alpha-1A adrenergic receptor,ADRA1A,433201,D25235,P35348,ADA1A_HUMAN,7YM8; 7YMH; 7YMJ; 8HN1; 8THK; 8THL,ADRA1A,ADRA1A,HGNC:277,Humans,DB00211; DB00246; DB00248; DB00298; DB00321; DB00334; DB00346; DB00363; DB00368; DB00388; DB00408; DB00420; DB00449; DB00450; DB00457; DB00458; DB00477; DB00502; DB00540; DB00543; DB00555; DB00575; DB00590; DB00610; DB00622; DB00656; DB00661; DB00668; DB00679; DB00696; DB00699; DB00706; DB00723; DB00726; DB00734; DB00751; DB00777; DB00797; DB00800; DB00831; DB00852; DB00865; DB00875; DB00908; DB00925; DB00935; DB00964; DB01136; DB01142; DB01149; DB01162; DB01186; DB01200; DB01238; DB01253; DB01267; DB01364; DB01403; DB01579; DB01624; DB04855; DB04946; DB04948; DB06016; DB06144; DB06153; DB06207; DB06216; DB06262; DB06694; DB06706; DB06707; DB06711; DB08950; DB09128; DB11124; DB12278; DB14185
502,Solute carrier family 12 member 1,SLC12A1,1373425,U58130,Q13621,S12A1_HUMAN,,SLC12A1,SLC12A1,HGNC:10910,Humans,DB00214; DB00310; DB00436; DB00534; DB00695; DB00761; DB00774; DB00887; DB00903; DB01021; DB01325; DB02925
503,NADH-ubiquinone oxidoreductase chain 1,MT-ND1,13004,V00662,P03886,NU1M_HUMAN,5XTC; 5XTD,MT-ND1,MT-ND1,HGNC:7455,Humans,DB00157; DB01028; DB01159; DB01189; DB01236
507,Thyroid peroxidase,TPO,339867,J02969,P07202,PERT_HUMAN,,TPO,TPO,HGNC:12015,Humans,DB00389; DB00509; DB00550; DB00763; DB08604; DB11085; DB11496
508,Cellular retinoic acid-binding protein 1,CRABP1,241542,S74445,P29762,RABP1_HUMAN,7A9Y; 7A9Z,CRABP1,CRABP1,HGNC:2338,Humans,DB00755
509,Extracellular calcium-sensing receptor,CASR,599820,X81086,P41180,CASR_HUMAN,5FBH; 5FBK; 5K5S; 5K5T; 7DTT; 7DTU; 7DTV; 7DTW; 7E6T; 7E6U; 7M3E; 7M3F; 7M3G; 7M3J; 7SIL; 7SIM; 7SIN; 8SZF; 8SZG; 8SZH; 8SZI; 8WPG; 8WPU; 9ASB; 9AVG; 9AVL; 9AXF; 9AYF,CASR,CASR,HGNC:1514,Humans,DB00994; DB01012; DB11093; DB11348; DB12865; DB14481
510,Serotransferrin,TF,339453,M12530,P02787,TRFE_HUMAN,1A8E; 1A8F; 1B3E; 1BP5; 1BTJ; 1D3K; 1D4N; 1DTG; 1FQE; 1FQF; 1JQF; 1N7W; 1N7X; 1N84; 1OQG; 1OQH; 1RYO; 1SUV; 2HAU; 2HAV; 2O7U; 2O84; 3FGS; 3QYT; 3S9L; 3S9M; 3S9N; 3SKP; 3V83; 3V89; 3V8X; 3VE1; 4H0W; 4X1B; 4X1D; 5DYH; 5H52; 5WTD; 5X5P; 5Y6K; 6CTC; 6D03; 6D04; 6D05; 6JAS; 6SOY; 6SOZ; 6UJ6; 7FFM; 7FFU; 7Q1L; 8BRC,TF,TF,HGNC:11740,Humans,DB00515; DB00677; DB01370; DB01592; DB01593; DB09130; DB14487; DB14488; DB14489; DB14490; DB14491; DB14501; DB14517; DB14518; DB14533; DB14548
511,Receptor tyrosine-protein kinase erbB-2,ERBB2,553282,M11767,P04626,ERBB2_HUMAN,1MFG; 1MFL; 1MW4; 1N8Z; 1QR1; 1S78; 2A91; 2JWA; 2KS1; 2L4K; 2N2A; 3BE1; 3H3B; 3MZW; 3N85; 3PP0; 3RCD; 3WLW; 3WSQ; 4GFU; 4HRL; 4HRM; 4HRN; 4NND; 5K33; 5KWG; 5MY6; 5O4G; 5OB4; 5TQS; 6ATT; 6BGT; 6J71; 6LBX; 6OGE; 7JXH; 7MN5; 7MN6; 7MN8; 7PCD; 7QVK; 8FFJ; 8HGO; 8HGP; 8JYQ; 8JYR; 8PWH; 8Q6J; 8U4K; 8U4L; 8U8X,ERBB2,ERBB2,HGNC:3430,Humans,DB00072; DB00179; DB01259; DB05773; DB06366; DB08916; DB11652; DB11828; DB11963; DB12010; DB12267; DB14967; DB15035; DB15471
512,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,NDUFB7,180233,M33374,P17568,NDUB7_HUMAN,5XTC; 5XTD; 5XTH; 5XTI,NDUFB7,NDUFB7,HGNC:7702,Humans,DB00157
513,Retinal dehydrogenase 2,ALDH1A2,3970842,AB015226,O94788,AL1A2_HUMAN,4X2Q; 6ALJ; 6B5G; 6B5H; 6B5I,ALDH1A2,ALDH1A2,HGNC:15472,Humans,DB00157; DB00162; DB00755
514,Thymidine kinase,TK,330210,J02224,P06478,KITH_HHV1C,,,,,,DB00299
515,Melatonin receptor type 1A,MTNR1A,602130,U14108,P48039,MTR1A_HUMAN,6ME2; 6ME3; 6ME4; 6ME5; 7DB6; 7VGY; 7VGZ,MTNR1A,MTNR1A,HGNC:7463,Humans,DB00980; DB01065; DB06594; DB09071
516,Integrin alpha-L,ITGAL,31422,Y00796,P20701,ITAL_HUMAN,1CQP; 1DGQ; 1LFA; 1MJN; 1MQ8; 1MQ9; 1MQA; 1RD4; 1T0P; 1XDD; 1XDG; 1XUO; 1ZON; 1ZOO; 1ZOP; 2ICA; 2K8O; 2M3E; 2O7N; 3BN3; 3BQM; 3BQN; 3E2M; 3EOA; 3EOB; 3F74; 3F78; 3HI6; 3M6F; 3TCX; 4IXD; 5E6R; 5E6S; 5E6U; 6BXB; 6BXF; 6BXJ; 6CKB; 7KC3; 7KC5; 7KC6,ITGAL,ITGAL,HGNC:6148,Humans,DB00095; DB00098; DB00227; DB00641; DB01098; DB08860; DB11611
517,"Branched-chain-amino-acid aminotransferase, cytosolic",BCAT1,1036780,U21551,P54687,BCAT1_HUMAN,2ABJ; 2COG; 2COI; 2COJ; 7NTR; 7NWA; 7NWB; 7NWC; 7NWE; 7NWM; 7NXN; 7NXO; 7NY2; 7NY9; 7NYA,BCAT1,BCAT1,HGNC:976,Humans,DB00114; DB00142; DB00161
518,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",GCAT,3342906,AF077740,O75600,KBL_HUMAN,,GCAT,GCAT,HGNC:4188,Humans,DB00114; DB00145
519,Choline O-acetyltransferase,CHAT,301096,S56138,P28329,CLAT_HUMAN,2FY2; 2FY3; 2FY4; 2FY5; 7AMD,CHAT,CHAT,HGNC:1912,Humans,DB00184
521,Endothelin-1 receptor,EDNRA,238636,S63938,P25101,EDNRA_HUMAN,8HCQ; 8XVI; 8XVJ; 8XVK; 8XVL,EDNRA,EDNRA,HGNC:3179,Humans,DB00559; DB00945; DB06268; DB06403; DB08932; DB12548; DB15059
522,All-trans-retinol dehydrogenase [NAD(+)] ADH7,ADH7,516618,L33179,P40394,ADH7_HUMAN,1AGN; 1D1S; 1D1T,ADH7,ADH7,HGNC:256,Humans,DB00157; DB00898
523,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,386424,S62908,P34903,GBRA3_HUMAN,,GABRA3,GABRA3,HGNC:4077,Humans,DB00241; DB00306; DB00312; DB00371; DB00395; DB00402; DB00418; DB00425; DB00599; DB00794; DB00849; DB00898; DB01198; DB01205; DB01351; DB01353; DB02530
525,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,11055599,AF286697,Q9P0J0,NDUAD_HUMAN,5XTB; 5XTC; 5XTD; 5XTH; 5XTI,NDUFA13,NDUFA13,HGNC:17194,Humans,DB00157
526,Nicotinate-nucleotide pyrophosphorylase [carboxylating],QPRT,1060907,D78177,Q15274,NADC_HUMAN,2JBM; 4KWV; 4KWW; 5AYX; 5AYY; 5AYZ,QPRT,QPRT,HGNC:9755,Humans,DB00627
527,Glucagon receptor,GCGR,439690,U03469,P47871,GLR_HUMAN,2A83; 3CZF; 4ERS; 4L6R; 4LF3; 5EE7; 5XEZ; 6LMK; 6LML; 6WHC; 6WPW; 7V35; 8FU6; 8JIQ; 8JIT; 8JIU; 8JRU; 8JRV; 8WG8; 8YW5,GCGR,GCGR,HGNC:4192,Humans,DB00040; DB15226
528,Aspartyl/asparaginyl beta-hydroxylase,ASPH,458032,U03109,Q12797,ASPH_HUMAN,5APA; 5JQY; 5JTC; 5JZ6; 5JZ8; 5JZA; 5JZU; 6Q9F; 6Q9I; 6QA5; 6RK9; 6YYU; 6YYV; 6YYW; 6YYX; 6YYY; 6Z6Q; 6Z6R; 7BMI; 7BMJ; 7E6J; 7YB8; 7YB9; 7YBA; 7YBB; 7YBC,ASPH,ASPH,HGNC:757,Humans,DB00128
529,"Aspartate aminotransferase, cytoplasmic",GOT1,179067,M37400,P17174,AATC_HUMAN,3II0; 3WZF; 6DNA; 6DNB; 6DND; 6LIG,GOT1,GOT1,HGNC:4432,Humans,DB00114; DB00128; DB00142; DB00151; DB00210; DB09130
